Orientation.of.counted.reads.relative.to.the.strand.location.of.the.annotation	Sequence.name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	Harboring_replicate_1	Harboring_replicate_2	Harboring_replicate_3	Steady_state_replicate_1	Steady_state_replicate_2	Steady_state_replicate_3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
sense	NC_007795.1	RefSeq	CDS	1251076	1251270	.	+	0	ID=cds-YP_499835.1;Parent=gene-SAOUHSC_01304;Dbxref=Genbank:YP_499835.1,GeneID:3920131;Name=YP_499835.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01304;product=hypothetical protein;protein_id=YP_499835.1;transl_table=11	1	9	2	298	2829	592	62.706536459222	-1.68881025306654	0.735933560939038	-2.29478629961059	0.0217453741792926	0.103947194591708
sense	NC_007795.1	RefSeq	CDS	1251320	1251661	.	+	0	ID=cds-YP_499836.1;Parent=gene-SAOUHSC_01305;Dbxref=Genbank:YP_499836.1,GeneID:3920132;Name=YP_499836.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01305;product=hypothetical protein;protein_id=YP_499836.1;transl_table=11	1	9	4	149.5	1347	487	43.0964995724609	-0.72702685355384	0.689102029210195	-1.05503513665039	0.291409255256719	0.557860382386771
sense	NC_007795.1	RefSeq	CDS	1251668	1251859	.	+	0	ID=cds-YP_499837.1;Parent=gene-SAOUHSC_01306;Dbxref=Genbank:YP_499837.1,GeneID:3920133;Name=YP_499837.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01306;product=hypothetical protein;protein_id=YP_499837.1;transl_table=11	0	3	2	39.5	467	97	12.1790230710601	-0.307414374589755	0.884637552750429	-0.347503193408387	0.72821331982496	0.871228431670662
sense	NC_007795.1	RefSeq	CDS	1252408	1253433	.	-	0	ID=cds-YP_499838.1;Parent=gene-SAOUHSC_01307;Dbxref=Genbank:YP_499838.1,GeneID:3920134;Name=YP_499838.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01307;product=hypothetical protein;protein_id=YP_499838.1;transl_table=11	0	4	3	75	432	203	18.7577010425946	-0.521491294889461	0.843614491361151	-0.618163035639712	0.536467873629323	0.76493410923874
sense	NC_007795.1	RefSeq	CDS	1253703	1253900	.	+	0	ID=cds-YP_008530240.1;Parent=gene-SAOUHSC_1307a;Dbxref=Genbank:YP_008530240.1,GeneID:16830700;Name=YP_008530240.1;gbkey=CDS;locus_tag=SAOUHSC_1307a;product=hypothetical protein;protein_id=YP_008530240.1;transl_table=11	11.8333333333333	22	32	277	3524.5	1525.5	155.992801017642	0.319916566296079	0.536978999248645	0.595771094854203	0.551328156146635	0.773333044124332
sense	NC_007795.1	RefSeq	CDS	1253958	1255439	.	+	0	ID=cds-YP_499840.1;Parent=gene-SAOUHSC_01310;Dbxref=Genbank:YP_499840.1,GeneID:3920136;Name=YP_499840.1;Note=cardiolipin synthetase%2C putative;gbkey=CDS;locus_tag=SAOUHSC_01310;product=cardiolipin synthetase;protein_id=YP_499840.1;transl_table=11	9	16	11	159	7310.5	2070	139.107053073927	-0.777284376861394	0.641757693975669	-1.21118045667071	0.225826251137126	0.482002272542018
sense	NC_007795.1	RefSeq	CDS	1255614	1256522	.	+	0	ID=cds-YP_499841.1;Parent=gene-SAOUHSC_01311;Dbxref=Genbank:YP_499841.1,GeneID:3920137;Name=YP_499841.1;Note=ABC transporter%2C ATP-binding protein%2C putative;gbkey=CDS;locus_tag=SAOUHSC_01311;product=ABC transporter ATP-binding protein;protein_id=YP_499841.1;transl_table=11	2	3	1	6	72	16	10.6361439310652	2.48996896974669	0.89485014038086	2.78255414776705	0.00539328647833196	0.0392383140741359
sense	NC_007795.1	RefSeq	CDS	1256491	1257222	.	+	0	ID=cds-YP_499842.1;Parent=gene-SAOUHSC_01312;Dbxref=Genbank:YP_499842.1,GeneID:3920138;Name=YP_499842.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01312;product=hypothetical protein;protein_id=YP_499842.1;transl_table=11	0	1.5	0	3.5	76.5	30	3.02360756391163	0.704933019589995	1.17051945009886	0.60223947541449	0.547014742408948	0.771867808904605
sense	NC_007795.1	RefSeq	CDS	1257226	1258317	.	+	0	ID=cds-YP_499843.1;Parent=gene-SAOUHSC_01313;Dbxref=Genbank:YP_499843.1,GeneID:3920139;Name=YP_499843.1;Note=Histidine kinase-%2C DNA gyrase B-%2C and HSP90-like ATPase domain protein;gbkey=CDS;locus_tag=SAOUHSC_01313;product=histidine kinase;protein_id=YP_499843.1;transl_table=11	6	11.5	8	154.5	1587.5	570	67.4472628324936	0.135717302435655	0.597333847132908	0.227205109985099	0.820264254403889	0.922298022343032
sense	NC_007795.1	RefSeq	CDS	1258314	1258916	.	+	0	ID=cds-YP_499844.1;Parent=gene-SAOUHSC_01314;Dbxref=Genbank:YP_499844.1,GeneID:3920140;Name=YP_499844.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01314;product=hypothetical protein;protein_id=YP_499844.1;transl_table=11	4	9	4	173.5	1692.5	544	56.5470091809285	-0.530921884430484	0.649409748181694	-0.817545295427165	0.413616875171226	0.670114856821033
sense	NC_007795.1	RefSeq	CDS	1259029	1259217	.	-	0	ID=cds-YP_499845.1;Parent=gene-SAOUHSC_01315;Dbxref=Genbank:YP_499845.1,GeneID:3920141;Name=YP_499845.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01315;product=hypothetical protein;protein_id=YP_499845.1;transl_table=11	8	22	18	550.5	1737	1702	146.670770099572	-0.450838673372213	0.677192845182316	-0.665746362472032	0.505573234099684	0.740117517960362
sense	NC_007795.1	RefSeq	CDS	1259356	1259889	.	+	0	ID=cds-YP_499846.1;Parent=gene-SAOUHSC_01316;Dbxref=Genbank:YP_499846.1,GeneID:3920142;Name=YP_499846.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01316;product=thermonuclease;protein_id=YP_499846.1;transl_table=11	2	14	1	79	313	429	35.0894814632783	0.274718197159169	0.850675947388461	0.322941065869492	0.746739875088808	0.88095683124555
sense	NC_007795.1	RefSeq	CDS	1260032	1260886	.	-	0	ID=cds-YP_499847.1;Parent=gene-SAOUHSC_01317;Dbxref=Genbank:YP_499847.1,GeneID:3920143;Name=YP_499847.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01317;product=hypothetical protein;protein_id=YP_499847.1;transl_table=11	4	25	14	818	4202	3885	207.646498398781	-1.57831628205606	0.650809421937671	-2.42515893109982	0.0153016863078897	0.0832242268022326
sense	NC_007795.1	RefSeq	CDS	1261217	1261792	.	+	0	ID=cds-YP_499848.1;Parent=gene-SAOUHSC_01318;Dbxref=Genbank:YP_499848.1,GeneID:3920144;Name=YP_499848.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01318;product=hypothetical protein;protein_id=YP_499848.1;transl_table=11	2	16	8	348.5	1077.5	2877.5	114.564275028046	-1.4057991424468	0.791938181360852	-1.77513747352237	0.0758751908066408	0.242761315123065
sense	NC_007795.1	RefSeq	CDS	1261846	1263228	.	-	0	ID=cds-YP_499849.1;Parent=gene-SAOUHSC_01319;Dbxref=Genbank:YP_499849.1,GeneID:3920145;Name=YP_499849.1;Note=catalyzes the formation of 4-phospho-L-aspartate from L-aspartate and ATP%3B lysine and threonine sensitive;gbkey=CDS;locus_tag=SAOUHSC_01319;product=aspartate kinase;protein_id=YP_499849.1;transl_table=11	3	42	17	785	10630.5	178.5	185.826217338746	-0.803824753146886	0.859473428093861	-0.935252594055884	0.34965813978226	0.612091914020576
sense	NC_007795.1	RefSeq	CDS	1263419	1264699	.	+	0	ID=cds-YP_499850.1;Parent=gene-SAOUHSC_01320;Dbxref=Genbank:YP_499850.1,GeneID:3920146;Name=YP_499850.1;Note=catalyzes the formation of L-aspartate 4-semialdehyde from L-homoserine;gbkey=CDS;locus_tag=SAOUHSC_01320;product=homoserine dehydrogenase;protein_id=YP_499850.1;transl_table=11	21	83	57	648	31700.25	300	413.085201536711	-0.158966708231607	0.835141384098066	-0.190347061298235	0.849037178124433	0.935954822092043
sense	NC_007795.1	RefSeq	CDS	1264705	1265766	.	+	0	ID=cds-YP_499851.1;Parent=gene-SAOUHSC_01321;Dbxref=Genbank:YP_499851.1,GeneID:3920147;Name=YP_499851.1;Note=catalyzes the formation of L-threonine from O-phospho-L-homoserine;gbkey=CDS;locus_tag=SAOUHSC_01321;product=threonine synthase;protein_id=YP_499851.1;transl_table=11	14	61	26.5	636.5	22993.25	293.5	295.916868603661	-0.465228091689113	0.819691836523685	-0.567564627289868	0.570330631659436	0.783595984533796
sense	NC_007795.1	RefSeq	CDS	1265768	1266682	.	+	0	ID=cds-YP_499852.1;Parent=gene-SAOUHSC_01322;Dbxref=Genbank:YP_499852.1,GeneID:3920148;Name=YP_499852.1;Note=catalyzes the formation of O-phospho-L-homoserine from L-homoserine in threonine biosynthesis from asparate;gbkey=CDS;locus_tag=SAOUHSC_01322;product=homoserine kinase;protein_id=YP_499852.1;transl_table=11	3	39	19.5	429	18861.5833333333	191.5	198.438454178942	-0.913120373560874	0.873509614478674	-1.04534667784491	0.295862771460038	0.562372257483609
sense	NC_007795.1	RefSeq	CDS	1266740	1267543	.	+	0	ID=cds-YP_499853.1;Parent=gene-SAOUHSC_01323;Dbxref=Genbank:YP_499853.1,GeneID:3920149;Name=YP_499853.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01323;product=hypothetical protein;protein_id=YP_499853.1;transl_table=11	12	92	33	884	21205.25	2358	373.650527688659	-0.519309107277989	0.60642917521913	-0.856339253615789	0.391810154802233	0.652111617225209
sense	NC_007795.1	RefSeq	CDS	1267836	1268150	.	-	0	ID=cds-YP_499854.1;Parent=gene-SAOUHSC_01324;Dbxref=Genbank:YP_499854.1,GeneID:3920150;Name=YP_499854.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01324;product=hypothetical protein;protein_id=YP_499854.1;transl_table=11	17	34	35	233	1282.25	1097	161.496058191081	1.2539182293701	0.609921127330344	2.05586947751518	0.0397950988702693	0.159312385858756
sense	NC_007795.1	RefSeq	CDS	1268125	1268229	.	-	0	ID=cds-YP_499855.1;Parent=gene-SAOUHSC_01325;Dbxref=Genbank:YP_499855.1,GeneID:3920190;Name=YP_499855.1;gbkey=CDS;locus_tag=SAOUHSC_01325;product=hypothetical protein;protein_id=YP_499855.1;transl_table=11	0	5	6	45.5	264.75	136	18.3136521067131	0.646112137324608	0.814883508677462	0.792888959519176	0.427842520309567	0.680768951551452
sense	NC_007795.1	RefSeq	CDS	1268368	1269822	.	-	0	ID=cds-YP_499856.1;Parent=gene-SAOUHSC_01326;Dbxref=Genbank:YP_499856.1,GeneID:3920191;Name=YP_499856.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01326;product=hypothetical protein;protein_id=YP_499856.1;transl_table=11	1	9	16	98.5	2873.7	336.142857142857	56.3037210195621	0.0380052386959955	0.698018430016933	0.0544473284109039	0.956578772131895	0.978466591494235
sense	NC_007795.1	RefSeq	CDS	1270122	1271543	.	+	0	ID=cds-YP_499857.1;Parent=gene-SAOUHSC_01327;Dbxref=Genbank:YP_499857.1,GeneID:3920192;Name=YP_499857.1;Note=catalase;gbkey=CDS;locus_tag=SAOUHSC_01327;product=catalase;protein_id=YP_499857.1;transl_table=11	41	172	139	1389	22088.6666666667	2079.5	680.685944065923	0.624999980551022	0.575230904122293	1.0865201714165	0.277248921565257	0.544129184275228
sense	NC_007795.1	RefSeq	CDS	1271634	1271783	.	+	0	ID=cds-YP_499858.1;Parent=gene-SAOUHSC_01328;Dbxref=Genbank:YP_499858.1,GeneID:3920193;Name=YP_499858.1;Note=in Escherichia coli BM108%2C a mutation that results in lack of L33 synthesis had no effect on ribosome synthesis or function%3B there are paralogous genes in several bacterial genomes%2C and a CXXC motif for zinc binding and an upstream regulation region of the paralog lacking this motif that are regulated by zinc similar to other ribosomal proteins like L31%3B the proteins in this group lack the CXXC motif;gbkey=CDS;gene=rpmG;locus_tag=SAOUHSC_01328;product=50S ribosomal protein L33;protein_id=YP_499858.1;transl_table=11	71	257	283	1061	5283.5	8360	994.227971239383	1.36789303344975	0.646850491513153	2.11469737040763	0.0344557486379006	0.146179573307367
sense	NC_007795.1	RefSeq	CDS	1272237	1272506	.	+	0	ID=cds-YP_499859.1;Parent=gene-SAOUHSC_01329;Dbxref=Genbank:YP_499859.1,GeneID:3920194;Name=YP_499859.1;Note=located in the peptidyl transferase center and involved in assembly of 30S ribosome subunit%3B similar to what is observed with proteins L31 and L33%2C some proteins in this family contain CXXC motifs that are involved in zinc binding%3B if two copies are present in a genome%2C then the duplicated copy appears to have lost the zinc-binding motif and is instead regulated by zinc%3B the proteins in this group do not appear to have the zinc-binding motif;gbkey=CDS;gene=rpsN;locus_tag=SAOUHSC_01329;product=30S ribosomal protein S14;protein_id=YP_499859.1;transl_table=11	2	14	15	100	725	772	59.7435670156531	0.42232667468105	0.698480324942285	0.604636465194558	0.545420571978014	0.771773306421411
sense	NC_007795.1	RefSeq	CDS	1272663	1273640	.	+	0	ID=cds-YP_499860.1;Parent=gene-SAOUHSC_01330;Dbxref=Genbank:YP_499860.1,GeneID:3920195;Name=YP_499860.1;Note=guanosine monophosphate reductase;gbkey=CDS;locus_tag=SAOUHSC_01330;product=guanosine 5'-monophosphate oxidoreductase;protein_id=YP_499860.1;transl_table=11	4	33	40	41	1242	851.5	107.602989298813	1.62707838949059	0.706398922865767	2.30334211565576	0.0212596017928897	0.102213591390418
sense	NC_007795.1	RefSeq	CDS	1273637	1273741	.	-	0	ID=cds-YP_499861.1;Parent=gene-SAOUHSC_01331;Dbxref=Genbank:YP_499861.1,GeneID:3920196;Name=YP_499861.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01331;product=hypothetical protein;protein_id=YP_499861.1;transl_table=11	0	3	0	0	11	0	2.70520924744444	3.37717099186004	1.31508995305385	2.5680152023196	0.0102282670293647	0.0636768324669093
sense	NC_007795.1	RefSeq	CDS	1273815	1274678	.	+	0	ID=cds-YP_499862.1;Parent=gene-SAOUHSC_01332;Dbxref=Genbank:YP_499862.1,GeneID:3920197;Name=YP_499862.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01332;product=hypothetical protein;protein_id=YP_499862.1;transl_table=11	7	45	30	261	2435	4263	202.209194083378	-0.237443227612395	0.721096517776524	-0.329280785247089	0.741943466207596	0.879691319953407
sense	NC_007795.1	RefSeq	CDS	1275058	1275681	.	-	0	ID=cds-YP_499863.1;Parent=gene-SAOUHSC_01333;Dbxref=Genbank:YP_499863.1,GeneID:3920198;Name=YP_499863.1;Note=Represses a number of genes involved in the response to DNA damage;gbkey=CDS;locus_tag=SAOUHSC_01333;product=LexA repressor;protein_id=YP_499863.1;transl_table=11	21	101	61	2881	20262.3333333333	2998.5	610.130180745609	-0.831580186539999	0.634886824012304	-1.30980854396166	0.190260612050431	0.440353899798409
sense	NC_007795.1	RefSeq	CDS	1275824	1276057	.	+	0	ID=cds-YP_499864.1;Parent=gene-SAOUHSC_01334;Dbxref=Genbank:YP_499864.1,GeneID:3920199;Name=YP_499864.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01334;product=hypothetical protein;protein_id=YP_499864.1;transl_table=11	25	54	63	121	679	225.5	203.547554474782	3.23189442878041	0.597470276432939	5.40929742660288	6.32724742327565e-08	3.39421672884165e-06
sense	NC_007795.1	RefSeq	CDS	1276193	1276432	.	+	0	ID=cds-YP_499865.1;Parent=gene-SAOUHSC_01336;Dbxref=Genbank:YP_499865.1,GeneID:3920200;Name=YP_499865.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01336;product=hypothetical protein;protein_id=YP_499865.1;transl_table=11	2	14	7	42	1254.5	396.5	42.4375118163048	0.608650845284289	0.656168048994772	0.927583789269718	0.353623509802744	0.61679707562415
sense	NC_007795.1	RefSeq	CDS	1276664	1278541	.	+	0	ID=cds-YP_499866.1;Parent=gene-SAOUHSC_01337;Dbxref=Genbank:YP_499866.1,GeneID:3920201;Name=YP_499866.1;Note=transketolase;gbkey=CDS;locus_tag=SAOUHSC_01337;product=transketolase;protein_id=YP_499866.1;transl_table=11	46	159	136	1314	46146.8333333333	7714.5	897.152150699788	-0.202227516024009	0.507544801234305	-0.398442690245687	0.690303895006643	0.848469247732198
sense	NC_007795.1	RefSeq	CDS	1278774	1279061	.	+	0	ID=cds-YP_499867.1;Parent=gene-SAOUHSC_01338;Dbxref=Genbank:YP_499867.1,GeneID:3920202;Name=YP_499867.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01338;product=hypothetical protein;protein_id=YP_499867.1;transl_table=11	73	198.5	228.5	954	5661.25	9925.45	911.533721571799	1.05013201601823	0.662692712984834	1.5846439766756	0.113047247270973	0.314396376626875
sense	NC_007795.1	RefSeq	CDS	1279048	1279146	.	+	0	ID=cds-YP_499868.1;Parent=gene-SAOUHSC_01339;Dbxref=Genbank:YP_499868.1,GeneID:3920203;Name=YP_499868.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01339;product=hypothetical protein;protein_id=YP_499868.1;transl_table=11	1	10	7	38	238.25	463.75	31.7749533165286	0.603416218820433	0.820353205122132	0.735556605438749	0.462000579517133	0.70186872180891
sense	NC_007795.1	RefSeq	CDS	1279279	1279707	.	+	0	ID=cds-YP_499869.1;Parent=gene-SAOUHSC_01340;Dbxref=Genbank:YP_499869.1,GeneID:3920204;Name=YP_499869.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01340;product=hypothetical protein;protein_id=YP_499869.1;transl_table=11	10	39	12	277	1390.5	3481.5	168.754458706618	-0.269773880498399	0.766630474223507	-0.351895586686198	0.724916569100655	0.86975576431858
sense	NC_007795.1	RefSeq	CDS	1279831	1280952	.	+	0	ID=cds-YP_499870.1;Parent=gene-SAOUHSC_01341;Dbxref=Genbank:YP_499870.1,GeneID:3920205;Name=YP_499870.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01341;product=hypothetical protein;protein_id=YP_499870.1;transl_table=11	0	7	7	39	1486.5	316	29.945972336653	-0.0754566188912844	0.750514071916036	-0.100539912194646	0.919915697995773	0.967459910597763
sense	NC_007795.1	RefSeq	CDS	1284057	1284419	.	-	0	ID=cds-YP_008530241.1;Parent=gene-SAOUHSC_1342a;Dbxref=Genbank:YP_008530241.1,GeneID:16830701;Name=YP_008530241.1;gbkey=CDS;locus_tag=SAOUHSC_1342a;product=large-conductance mechanosensitive channel;protein_id=YP_008530241.1;transl_table=11	11	90	72	2086	8837	3881	474.983167863374	-0.569183073130309	0.654922775375147	-0.869084256238112	0.384801047307483	0.64560628533164
sense	NC_007795.1	RefSeq	CDS	1284623	1286269	.	+	0	ID=cds-YP_499874.1;Parent=gene-SAOUHSC_01346;Dbxref=Genbank:YP_499874.1,GeneID:3920052;Name=YP_499874.1;Note=glycine betaine transporter%2C putative;gbkey=CDS;locus_tag=SAOUHSC_01346;product=glycine betaine transporter;protein_id=YP_499874.1;transl_table=11	21	56	54	642	15965.5	3537	364.506645101506	-0.246602223615893	0.481829170977563	-0.511804262733973	0.608788006704001	0.806593989123742
sense	NC_007795.1	RefSeq	CDS	1287161	1289866	.	+	0	ID=cds-YP_499875.1;Parent=gene-SAOUHSC_01347;Dbxref=Genbank:YP_499875.1,GeneID:3920053;Name=YP_499875.1;Note=Catalyzes the conversion of citrate to isocitrate;gbkey=CDS;locus_tag=SAOUHSC_01347;product=aconitate hydratase;protein_id=YP_499875.1;transl_table=11	12	25	26	362	12073.5	2212.5	214.946021209586	-0.641177764505729	0.549747139639548	-1.16631396195372	0.243487530243522	0.499958849922948
sense	NC_007795.1	RefSeq	CDS	1290046	1290513	.	+	0	ID=cds-YP_499876.1;Parent=gene-SAOUHSC_01348;Dbxref=Genbank:YP_499876.1,GeneID:3920054;Name=YP_499876.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01348;product=hypothetical protein;protein_id=YP_499876.1;transl_table=11	5	17	8	406	2588.33333333333	1455.5	110.972392794171	-0.910200366103061	0.629599949653567	-1.4456804937864	0.148266837935525	0.376509499918706
sense	NC_007795.1	RefSeq	CDS	1290720	1291016	.	-	0	ID=cds-YP_499877.1;Parent=gene-SAOUHSC_01349;Dbxref=Genbank:YP_499877.1,GeneID:3920055;Name=YP_499877.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01349;product=hypothetical protein;protein_id=YP_499877.1;transl_table=11	10	42	40	747	7929.5	5727	313.299938319527	-0.870579257281079	0.566926960448343	-1.53561096581577	0.124633823100008	0.336163183199352
sense	NC_007795.1	RefSeq	CDS	1291392	1292000	.	-	0	ID=cds-YP_499878.1;Parent=gene-SAOUHSC_01350;Dbxref=Genbank:YP_499878.1,GeneID:3920056;Name=YP_499878.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01350;product=hypothetical protein;protein_id=YP_499878.1;transl_table=11	54	114	103	1809	9920.5	10646.5	757.293887538258	-0.106895586054002	0.606000801632462	-0.176395123184728	0.859983535729954	0.943636479660049
sense	NC_007795.1	RefSeq	CDS	1292206	1294197	.	+	0	ID=cds-YP_499879.1;Parent=gene-SAOUHSC_01351;Dbxref=Genbank:YP_499879.1,GeneID:3920057;Name=YP_499879.1;Note=decatenates newly replicated chromosomal DNA and relaxes positive and negative DNA supercoiling;gbkey=CDS;locus_tag=SAOUHSC_01351;product=DNA topoisomerase IV subunit B;protein_id=YP_499879.1;transl_table=11	11	41	36.5	302	9730	1739	211.299394983917	0.009210593969481	0.529969262361384	0.0173794871205197	0.986133873591372	0.995307186995151
sense	NC_007795.1	RefSeq	CDS	1294197	1296599	.	+	0	ID=cds-YP_499880.1;Parent=gene-SAOUHSC_01352;Dbxref=Genbank:YP_499880.1,GeneID:3920058;Name=YP_499880.1;Note=decatenates newly replicated chromosomal DNA and relaxes positive and negative DNA supercoiling;gbkey=CDS;locus_tag=SAOUHSC_01352;product=DNA topoisomerase IV subunit A;protein_id=YP_499880.1;transl_table=11	11	60	66.5	449.5	11512	2625	296.750999302004	0.127312898091415	0.526624710760808	0.241752609571792	0.808971861828501	0.915116248572635
sense	NC_007795.1	RefSeq	CDS	1296727	1296825	.	-	0	ID=cds-YP_499881.1;Parent=gene-SAOUHSC_01353;Dbxref=Genbank:YP_499881.1,GeneID:3920059;Name=YP_499881.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01353;product=hypothetical protein;protein_id=YP_499881.1;transl_table=11	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
sense	NC_007795.1	RefSeq	CDS	1296849	1298309	.	+	0	ID=cds-YP_499882.1;Parent=gene-SAOUHSC_01354;Dbxref=Genbank:YP_499882.1,GeneID:3920060;Name=YP_499882.1;Note=sodium:alanine symporter family protein%2C putative;gbkey=CDS;locus_tag=SAOUHSC_01354;product=sodium:alanine symporter family protein;protein_id=YP_499882.1;transl_table=11	14	61	63	381	10748	2681	294.58200458148	0.261309528814514	0.513432623081292	0.508946095490198	0.610790008502959	0.807473757133703
sense	NC_007795.1	RefSeq	CDS	1298809	1299660	.	+	0	ID=cds-YP_499883.1;Parent=gene-SAOUHSC_01356;Dbxref=Genbank:YP_499883.1,GeneID:3920061;Name=YP_499883.1;Note=transcriptional antiterminator;gbkey=CDS;locus_tag=SAOUHSC_01356;product=transcription antiterminator;protein_id=YP_499883.1;transl_table=11	0	6	3.5	13.5	501	256.5	17.7897794269794	0.358279329025233	0.850115317346535	0.421447916199805	0.673428036137791	0.839264470437081
sense	NC_007795.1	RefSeq	CDS	1299635	1299802	.	+	0	ID=cds-YP_499884.1;Parent=gene-SAOUHSC_01357;Dbxref=Genbank:YP_499884.1,GeneID:3920062;Name=YP_499884.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01357;product=hypothetical protein;protein_id=YP_499884.1;transl_table=11	1	5	12.5	93.5	1262.5	700.5	46.6742293627154	-0.312443193473062	0.703672906860085	-0.444017654263881	0.657029820098729	0.83299308215558
sense	NC_007795.1	RefSeq	CDS	1299795	1301003	.	+	0	ID=cds-YP_499885.1;Parent=gene-SAOUHSC_01358;Dbxref=Genbank:YP_499885.1,GeneID:3920063;Name=YP_499885.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01358;product=hypothetical protein;protein_id=YP_499885.1;transl_table=11	4	26	28	498	7967.0625	3948.5	216.642954059425	-1.14787056044828	0.576937165681198	-1.98959371787563	0.0466357087432958	0.177568771145609
sense	NC_007795.1	RefSeq	CDS	1301484	1304006	.	+	0	ID=cds-YP_499886.1;Parent=gene-SAOUHSC_01359;Dbxref=Genbank:YP_499886.1,GeneID:3920064;Name=YP_499886.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01359;product=hypothetical protein;protein_id=YP_499886.1;transl_table=11	6	31	29	521	34414.7	3082.5	347.667839622313	-1.7156411422845	0.666504330766836	-2.57408851388947	0.0100504557535047	0.0629015375717932
sense	NC_007795.1	RefSeq	CDS	1304209	1304718	.	-	0	ID=cds-YP_499887.1;Parent=gene-SAOUHSC_01360;Dbxref=Genbank:YP_499887.1,GeneID:3920065;Name=YP_499887.1;Note=this stereospecific enzymes reduces the S isomer of methionine sulfoxide while MsrB reduces the R form%3B provides protection against oxidative stress;gbkey=CDS;locus_tag=SAOUHSC_01360;product=methionine sulfoxide reductase A;protein_id=YP_499887.1;transl_table=11	10	57	28	159	3368.5	900.5	155.03718260837	1.1977666425608	0.522662710253415	2.29166270916871	0.0219251138386048	0.104599258510656
sense	NC_007795.1	RefSeq	CDS	1304855	1305838	.	+	0	ID=cds-YP_499888.1;Parent=gene-SAOUHSC_01361;Dbxref=Genbank:YP_499888.1,GeneID:3920066;Name=YP_499888.1;Note=transcriptional regulator%2C putative;gbkey=CDS;locus_tag=SAOUHSC_01361;product=transcriptional regulator;protein_id=YP_499888.1;transl_table=11	68	256	229	500.5	6102	19341	1083.31389869972	0.591740955875802	0.798261232366356	0.741287352915351	NA	NA
sense	NC_007795.1	RefSeq	CDS	1305926	1306111	.	-	0	ID=cds-YP_499889.1;Parent=gene-SAOUHSC_01362;Dbxref=Genbank:YP_499889.1,GeneID:3920067;Name=YP_499889.1;Note=4-oxalocrotonate tautomerase%2C putative;gbkey=CDS;locus_tag=SAOUHSC_01362;product=4-oxalocrotonate tautomerase;protein_id=YP_499889.1;transl_table=11	12	38	24	1371.5	11197.5	2452	308.405098205411	-1.15214026334112	0.57954858082287	-1.98799600493414	0.0468121318164809	0.177959820795252
sense	NC_007795.1	RefSeq	CDS	1306259	1307521	.	+	0	ID=cds-YP_499890.1;Parent=gene-SAOUHSC_01363;Dbxref=Genbank:YP_499890.1,GeneID:3920068;Name=YP_499890.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01363;product=hypothetical protein;protein_id=YP_499890.1;transl_table=11	1	17	23	51.5	669	98	51.4473167844171	2.08579125628022	0.703131879532209	2.96642965138757	0.00301279276856594	0.0264468427029752
